order_id,order_date,delivery_date,product_id,product_name,brand,category,sale_price,gst,region,city,discount,product_rating
O101221,4/30/2023,5/3/2023,P008,Nestle Milkmaid,Britannia,Personal Care,408.57,39.77,East,Patna,56.43,4.3
O101222,12/16/2023,12/20/2023,P004,Surf Excel,ITC,Snacks,146.18,12.09,East,Bhubaneswar,22.24,5
O101223,2/13/2023,2/18/2023,P003,Amul Butter,HUL,Staples,55.42,3.4,West,Mumbai,3.14,2.6
O101224,10/6/2023,10/7/2023,P001,Tata Tea,Patanjali,Personal Care,286.65,46.96,East,Patna,10.68,3.4
O101225,6/12/2023,6/13/2023,P003,Amul Butter,ITC,Personal Care,458.99,81.51,West,Ahmedabad,48.01,3.1
O101226,12/11/2023,12/13/2023,P005,Patanjali Honey,Patanjali,Snacks,84.02,9.08,South,Hyderabad,11.22,4.6
O101227,8/12/2023,8/17/2023,P006,Britannia Biscuits,HUL,Dairy,292,43.8,South,Bangalore,52.99,3.7
O101228,2/11/2023,2/13/2023,P007,Dabur Chyawanprash,Patanjali,Snacks,492.15,69.04,East,Patna,5.08,4.2
O101229,9/12/2023,9/16/2023,P008,Nestle Milkmaid,ITC,Staples,243.96,42.74,West,Pune,48.6,4
O101230,9/30/2023,10/3/2023,P007,Dabur Chyawanprash,HUL,Beverages,804.33,65.78,South,Bangalore,142.25,3.2
O101231,10/27/2023,10/30/2023,P004,Surf Excel,HUL,Household,251.16,33.9,South,Bangalore,14.21,3.9
O101232,7/12/2023,7/14/2023,P005,Patanjali Honey,Patanjali,Beverages,931.06,125.49,South,Hyderabad,81.02,4.4
O101233,8/21/2023,8/26/2023,P004,Surf Excel,Amul,Dairy,408.8,42.08,West,Pune,53.81,4
O101234,11/22/2023,11/24/2023,P003,Amul Butter,HUL,Beverages,119.06,12.88,East,Patna,7.6,3
O101235,8/21/2023,8/22/2023,P008,Nestle Milkmaid,Nestle,Personal Care,711.78,41.99,West,Ahmedabad,109,3.4
O101236,9/23/2023,9/25/2023,P001,Tata Tea,Tata,Beverages,501.14,59.99,South,Hyderabad,11.87,5
O101237,3/19/2023,3/23/2023,P007,Dabur Chyawanprash,Nestle,Beverages,221.97,32.82,North,Chandigarh,0.2,3.2
O101238,7/8/2023,7/9/2023,P002,Maggi Noodles,Nestle,Staples,613.08,51.55,West,Pune,68.23,4.5
O101239,7/14/2023,7/15/2023,P007,Dabur Chyawanprash,Britannia,Household,141.42,8.09,East,Patna,21.09,3.2
O101240,9/17/2023,9/18/2023,P007,Dabur Chyawanprash,HUL,Staples,423.07,35.18,West,Mumbai,15.53,4.8
O101241,8/5/2023,8/6/2023,P003,Amul Butter,Tata,Beverages,987.34,118.61,West,Ahmedabad,65.26,2.5
O101242,8/4/2023,8/6/2023,P002,Maggi Noodles,ITC,Dairy,604.17,43.3,North,Delhi,60.01,2.9
O101243,9/26/2023,9/29/2023,P007,Dabur Chyawanprash,ITC,Household,575.3,31.51,South,Hyderabad,76.45,3.2
O101244,2/10/2023,2/12/2023,P002,Maggi Noodles,Dabur,Personal Care,51.95,3.06,South,Bangalore,1.76,4.2
O101245,2/25/2023,2/27/2023,P001,Tata Tea,Tata,Beverages,56.78,9.82,North,Chandigarh,8.72,3.8
O101246,6/25/2023,6/30/2023,P003,Amul Butter,Tata,Dairy,358.67,34.69,South,Hyderabad,70.4,3.6
O101247,1/26/2023,1/31/2023,P002,Maggi Noodles,ITC,Beverages,949.47,73.32,North,Delhi,94.6,3.4
O101248,3/18/2023,3/23/2023,P003,Amul Butter,Amul,Personal Care,887.04,48.62,North,Delhi,25.21,4.9
O101249,11/22/2023,11/26/2023,P002,Maggi Noodles,ITC,Snacks,293.93,18.41,East,Kolkata,14.76,2.9
O101250,7/3/2023,7/7/2023,P006,Britannia Biscuits,Dabur,Snacks,476.66,63.74,West,Ahmedabad,28.08,3
O101251,2/24/2023,2/26/2023,P004,Surf Excel,Amul,Dairy,619.29,97.99,South,Chennai,82.69,3.1
O101252,9/21/2023,9/25/2023,P008,Nestle Milkmaid,HUL,Beverages,675.8,35.63,West,Pune,123.36,4.5
O101253,5/13/2023,5/14/2023,P005,Patanjali Honey,Tata,Household,935.08,78.87,East,Kolkata,97.15,3.1
O101254,5/15/2023,5/18/2023,P005,Patanjali Honey,Britannia,Beverages,447.88,69.6,East,Kolkata,36.62,3.3
O101255,4/2/2023,4/7/2023,P001,Tata Tea,HUL,Beverages,302.33,17.02,North,Chandigarh,3.65,4.4
O101256,7/20/2023,7/24/2023,P007,Dabur Chyawanprash,Nestle,Staples,792.23,78.51,South,Bangalore,57.43,4.5
O101257,9/12/2023,9/14/2023,P007,Dabur Chyawanprash,Britannia,Dairy,511.17,87.27,South,Chennai,43.89,3.3
O101258,12/31/2023,1/2/2024,P002,Maggi Noodles,ITC,Staples,916.74,74.91,South,Bangalore,76.54,4.4
O101259,10/22/2023,10/24/2023,P002,Maggi Noodles,Dabur,Personal Care,685.36,95.08,South,Hyderabad,83.76,3.4
O101260,5/28/2023,5/29/2023,P008,Nestle Milkmaid,Nestle,Beverages,610.14,92.3,East,Patna,34.36,3.8
O101261,3/31/2023,4/2/2023,P002,Maggi Noodles,Dabur,Personal Care,329.86,42.16,North,Chandigarh,28.92,4.3
O101262,8/31/2023,9/4/2023,P004,Surf Excel,Amul,Staples,416,50.48,South,Bangalore,1.14,4.8
O101263,1/21/2023,1/24/2023,P004,Surf Excel,ITC,Household,912.25,71.63,East,Bhubaneswar,72.65,4.4
O101264,3/13/2023,3/14/2023,P008,Nestle Milkmaid,Dabur,Snacks,597.77,81.93,North,Chandigarh,107.98,3.3
O101265,12/1/2023,12/4/2023,P001,Tata Tea,Amul,Beverages,548.91,54.65,East,Kolkata,5.99,4.5
O101266,1/23/2023,1/28/2023,P008,Nestle Milkmaid,Britannia,Personal Care,458.59,53.53,North,Delhi,40.82,4.9
O101267,12/14/2023,12/16/2023,P008,Nestle Milkmaid,Tata,Household,68.22,6.08,East,Bhubaneswar,1.58,4.6
O101268,6/6/2023,6/7/2023,P008,Nestle Milkmaid,Amul,Household,617.7,102.31,South,Hyderabad,39.19,2.9
O101269,12/14/2023,12/19/2023,P001,Tata Tea,ITC,Dairy,411.9,49.31,East,Bhubaneswar,21.47,4.9
O101270,2/1/2023,2/4/2023,P001,Tata Tea,ITC,Personal Care,987.93,74.34,East,Bhubaneswar,53.95,3.5
O101271,3/8/2023,3/13/2023,P006,Britannia Biscuits,Dabur,Personal Care,470.98,53.19,South,Bangalore,75.75,4.8
O101272,9/10/2023,9/15/2023,P006,Britannia Biscuits,Tata,Staples,698.87,76.56,South,Chennai,15.32,3.5
O101273,2/11/2023,2/15/2023,P001,Tata Tea,Tata,Staples,347.36,45.82,East,Bhubaneswar,35.53,4.7
O101274,9/28/2023,9/29/2023,P004,Surf Excel,ITC,Personal Care,802.31,134.51,South,Bangalore,70.96,3.1
O101275,12/6/2023,12/7/2023,P003,Amul Butter,Patanjali,Household,706.16,92.05,South,Bangalore,70.61,4.1
O101276,5/27/2023,5/31/2023,P008,Nestle Milkmaid,Nestle,Beverages,692.55,112.5,South,Bangalore,10.32,3.1
O101277,3/31/2023,4/1/2023,P003,Amul Butter,Dabur,Beverages,782.71,84.4,North,Lucknow,76.01,4.7
O101278,3/18/2023,3/21/2023,P007,Dabur Chyawanprash,ITC,Snacks,104.73,14.3,North,Lucknow,11.08,4.8
O101279,10/30/2023,11/2/2023,P005,Patanjali Honey,ITC,Personal Care,404.16,26.65,South,Hyderabad,16.48,3.9
O101280,12/17/2023,12/19/2023,P005,Patanjali Honey,Patanjali,Snacks,200.98,13.94,East,Patna,21.31,3.7
O101281,9/11/2023,9/15/2023,P008,Nestle Milkmaid,Tata,Household,321.88,18.27,North,Delhi,10.67,2.6
O101282,6/4/2023,6/6/2023,P004,Surf Excel,Nestle,Beverages,671.5,68.78,East,Patna,5.55,4.5
O101283,6/5/2023,6/9/2023,P005,Patanjali Honey,Tata,Household,63.07,9.66,South,Bangalore,12.29,4.6
O101284,3/23/2023,3/24/2023,P001,Tata Tea,Dabur,Snacks,141.16,21.02,West,Pune,15.91,3.5
O101285,8/2/2023,8/4/2023,P002,Maggi Noodles,Tata,Household,733.92,63.49,South,Bangalore,6.76,2.6
O101286,10/22/2023,10/27/2023,P006,Britannia Biscuits,Dabur,Personal Care,546.12,72.47,North,Chandigarh,3.36,3.1
O101287,3/25/2023,3/28/2023,P004,Surf Excel,HUL,Dairy,211.13,25.81,West,Mumbai,30.49,4.6
O101288,7/23/2023,7/28/2023,P007,Dabur Chyawanprash,Nestle,Household,901.16,48.59,East,Kolkata,165.75,4.1
O101289,6/29/2023,7/3/2023,P008,Nestle Milkmaid,ITC,Beverages,326.64,41.55,East,Bhubaneswar,28.5,3.7
O101290,8/11/2023,8/16/2023,P007,Dabur Chyawanprash,Britannia,Beverages,952.2,151.67,West,Mumbai,99.71,2.6
O101291,7/19/2023,7/20/2023,P007,Dabur Chyawanprash,Amul,Household,598.9,52.98,West,Ahmedabad,109.54,3.1
O101292,2/9/2023,2/13/2023,P007,Dabur Chyawanprash,Amul,Beverages,875.15,121.56,South,Chennai,169.46,4.5
O101293,8/18/2023,8/20/2023,P006,Britannia Biscuits,Patanjali,Dairy,574.34,34.01,East,Bhubaneswar,57.09,4
O101294,10/19/2023,10/22/2023,P007,Dabur Chyawanprash,ITC,Household,603.94,89.02,South,Hyderabad,13.01,3.4
O101295,7/15/2023,7/18/2023,P008,Nestle Milkmaid,Britannia,Household,320.88,47.28,South,Chennai,19.82,3
O101296,1/11/2023,1/13/2023,P007,Dabur Chyawanprash,Patanjali,Beverages,75.82,4.29,East,Bhubaneswar,1.62,2.5
O101297,3/19/2023,3/23/2023,P005,Patanjali Honey,Amul,Personal Care,435.7,67.93,South,Hyderabad,39.8,3.9
O101298,5/20/2023,5/21/2023,P001,Tata Tea,ITC,Dairy,959.93,123.75,North,Lucknow,133.87,2.9
O101299,8/23/2023,8/25/2023,P005,Patanjali Honey,Amul,Dairy,796.91,75.7,West,Pune,148.48,3.6
O101300,7/22/2023,7/25/2023,P002,Maggi Noodles,Britannia,Snacks,349.22,34.23,North,Chandigarh,51.6,4.7
O101301,2/1/2023,2/4/2023,P007,Dabur Chyawanprash,Amul,Staples,942.66,89.67,East,Bhubaneswar,173.62,3.4
O101302,12/28/2023,1/1/2024,P007,Dabur Chyawanprash,Dabur,Dairy,750.05,95.6,South,Chennai,105.07,4.6
O101303,4/18/2023,4/22/2023,P002,Maggi Noodles,Dabur,Snacks,276.34,24.24,South,Hyderabad,17.87,3.8
O101304,10/14/2023,10/17/2023,P007,Dabur Chyawanprash,Amul,Household,460.92,70.66,East,Kolkata,25.23,4.3
O101305,2/25/2023,2/27/2023,P006,Britannia Biscuits,Patanjali,Personal Care,397.87,66.31,West,Ahmedabad,14.48,4.3
O101306,11/4/2023,11/5/2023,P008,Nestle Milkmaid,Nestle,Household,211.52,23.97,West,Ahmedabad,35.8,2.9
O101307,6/20/2023,6/23/2023,P001,Tata Tea,Britannia,Beverages,373.9,23.44,South,Bangalore,65.18,4.5
O101308,11/6/2023,11/8/2023,P006,Britannia Biscuits,HUL,Beverages,711.27,84.32,North,Chandigarh,62.88,2.8
O101309,12/25/2023,12/30/2023,P003,Amul Butter,Amul,Household,670.65,73.77,East,Kolkata,58.02,4.5
O101310,4/9/2023,4/14/2023,P001,Tata Tea,HUL,Staples,941.92,83.75,North,Lucknow,58.24,5
O101311,6/8/2023,6/12/2023,P001,Tata Tea,HUL,Personal Care,914.08,114.35,East,Kolkata,116.44,4.1
O101312,4/26/2023,5/1/2023,P008,Nestle Milkmaid,ITC,Dairy,761.77,98.42,West,Pune,92.3,3.6
O101313,5/26/2023,5/28/2023,P001,Tata Tea,Patanjali,Staples,781.41,107.78,West,Pune,80.62,4.5
O101314,10/6/2023,10/9/2023,P002,Maggi Noodles,Dabur,Staples,406.09,63.92,South,Bangalore,33.41,2.9
O101315,3/31/2023,4/5/2023,P006,Britannia Biscuits,Nestle,Personal Care,991.97,58.38,South,Bangalore,132.73,2.8
O101316,6/11/2023,6/13/2023,P001,Tata Tea,ITC,Personal Care,696.69,121.93,South,Hyderabad,0.3,4
O101317,5/18/2023,5/19/2023,P008,Nestle Milkmaid,HUL,Beverages,235.56,19.29,West,Pune,23.25,3.4
O101318,6/18/2023,6/21/2023,P003,Amul Butter,HUL,Snacks,650.33,99.38,West,Mumbai,120.69,2.7
O101319,7/6/2023,7/10/2023,P001,Tata Tea,Nestle,Dairy,173.09,24.86,East,Bhubaneswar,7.58,2.8
O101320,1/16/2023,1/19/2023,P004,Surf Excel,Patanjali,Staples,861.83,103.58,East,Bhubaneswar,131.33,3.8
O101321,2/3/2023,2/8/2023,P004,Surf Excel,Britannia,Personal Care,440.99,57.47,East,Bhubaneswar,3.08,4.7
O101322,1/1/2023,1/6/2023,P005,Patanjali Honey,Dabur,Snacks,247.9,30.85,West,Pune,28.71,4.6
O101323,9/4/2023,9/9/2023,P002,Maggi Noodles,Nestle,Household,948.78,62.62,West,Mumbai,47.04,3.3
O101324,3/23/2023,3/25/2023,P001,Tata Tea,Nestle,Snacks,896.08,51.81,West,Pune,123.82,5
O101325,12/5/2023,12/9/2023,P004,Surf Excel,Nestle,Personal Care,995.68,69.03,South,Hyderabad,82.84,3.8
O101326,3/4/2023,3/6/2023,P006,Britannia Biscuits,Patanjali,Personal Care,50.86,8.54,West,Pune,6.16,3.2
O101327,2/17/2023,2/18/2023,P007,Dabur Chyawanprash,Dabur,Beverages,231.87,11.83,North,Lucknow,15.22,2.7
O101328,12/18/2023,12/22/2023,P001,Tata Tea,Tata,Snacks,959.49,169.46,East,Patna,10.2,3.6
O101329,1/6/2023,1/9/2023,P001,Tata Tea,Amul,Personal Care,549.15,62.32,West,Mumbai,61.6,5
O101330,5/17/2023,5/18/2023,P005,Patanjali Honey,Dabur,Personal Care,153.13,16.03,North,Delhi,18.03,3.4
O101331,6/21/2023,6/23/2023,P003,Amul Butter,ITC,Beverages,352.33,21.91,West,Pune,60.13,4.3
O101332,11/26/2023,11/28/2023,P002,Maggi Noodles,ITC,Snacks,898.68,81.24,West,Ahmedabad,73.66,3.5
O101333,12/30/2023,12/31/2023,P001,Tata Tea,HUL,Snacks,215.12,23.3,South,Chennai,20.68,3.3
O101334,9/5/2023,9/8/2023,P002,Maggi Noodles,Britannia,Personal Care,820.62,43.06,West,Ahmedabad,149.89,4.8
O101335,11/23/2023,11/28/2023,P007,Dabur Chyawanprash,ITC,Dairy,167.28,17.79,East,Bhubaneswar,12.49,4.1
O101336,1/3/2023,1/7/2023,P008,Nestle Milkmaid,Britannia,Beverages,800.62,90.74,North,Chandigarh,129.73,4.2
O101337,11/2/2023,11/6/2023,P003,Amul Butter,Britannia,Personal Care,435.54,45.79,East,Kolkata,25.58,3.6
O101338,11/22/2023,11/24/2023,P003,Amul Butter,Tata,Staples,642.66,47.36,East,Patna,37.38,3.7
O101339,6/16/2023,6/18/2023,P004,Surf Excel,Dabur,Household,281.11,28.07,North,Delhi,47.41,3.6
O101340,5/3/2023,5/7/2023,P001,Tata Tea,Nestle,Beverages,569.84,37.71,South,Bangalore,3.01,4.1
O101341,11/5/2023,11/9/2023,P005,Patanjali Honey,Britannia,Staples,676.98,104.06,East,Kolkata,69.27,4.4
O101342,10/20/2023,10/24/2023,P008,Nestle Milkmaid,Patanjali,Household,841.57,88,East,Kolkata,43.71,2.7
O101343,8/15/2023,8/20/2023,P003,Amul Butter,Tata,Staples,439.72,55.63,West,Mumbai,25.32,3.7
O101344,5/24/2023,5/25/2023,P002,Maggi Noodles,HUL,Personal Care,863.89,86.83,East,Bhubaneswar,65.17,4.1
O101345,11/26/2023,11/28/2023,P002,Maggi Noodles,HUL,Personal Care,127.63,18.16,South,Hyderabad,21.9,2.7
O101346,4/28/2023,5/1/2023,P006,Britannia Biscuits,ITC,Household,76.12,7.75,South,Chennai,13.1,3.4
O101347,1/8/2023,1/10/2023,P008,Nestle Milkmaid,Nestle,Staples,854.43,109.88,South,Chennai,132.29,3.2
O101348,8/1/2023,8/2/2023,P004,Surf Excel,HUL,Beverages,914.8,127.04,East,Kolkata,71.69,3.6
O101349,4/12/2023,4/17/2023,P008,Nestle Milkmaid,Amul,Beverages,516,79.26,South,Hyderabad,25.15,3.7
O101350,11/24/2023,11/28/2023,P001,Tata Tea,Patanjali,Beverages,224.2,11.55,East,Kolkata,31.43,3.6
O101351,9/4/2023,9/7/2023,P007,Dabur Chyawanprash,Tata,Personal Care,790.98,93.79,East,Kolkata,98.55,4.2
O101352,11/3/2023,11/5/2023,P002,Maggi Noodles,Amul,Snacks,314.85,32.79,East,Kolkata,27.69,3.8
O101353,6/10/2023,6/11/2023,P007,Dabur Chyawanprash,ITC,Staples,989.53,146.61,North,Chandigarh,64.42,3.3
O101354,11/17/2023,11/19/2023,P008,Nestle Milkmaid,Nestle,Personal Care,435.96,38.61,West,Mumbai,36.39,2.8
O101355,4/28/2023,4/30/2023,P007,Dabur Chyawanprash,Dabur,Snacks,573.78,60.36,West,Ahmedabad,67.24,3.7
O101356,4/26/2023,4/27/2023,P002,Maggi Noodles,Patanjali,Household,484.92,55.88,South,Bangalore,6.7,3.3
O101357,12/7/2023,12/11/2023,P008,Nestle Milkmaid,Amul,Dairy,512.71,78.51,South,Bangalore,36.87,4.9
O101358,3/8/2023,3/10/2023,P008,Nestle Milkmaid,Amul,Household,430.11,71.35,West,Mumbai,76.65,4.7
O101359,12/17/2023,12/19/2023,P005,Patanjali Honey,Tata,Snacks,574.33,98.54,East,Kolkata,7.57,3.8
O101360,12/3/2023,12/8/2023,P003,Amul Butter,Amul,Dairy,752.07,111.09,East,Patna,5.47,4.1
O101361,8/4/2023,8/6/2023,P002,Maggi Noodles,HUL,Staples,821.45,119.59,East,Patna,112.7,3.1
O101362,8/8/2023,8/10/2023,P005,Patanjali Honey,Amul,Staples,426.05,25.67,North,Lucknow,36.22,3.3
O101363,7/14/2023,7/18/2023,P005,Patanjali Honey,Nestle,Household,434.11,31.06,South,Bangalore,13.49,4.7
O101364,7/15/2023,7/20/2023,P008,Nestle Milkmaid,Dabur,Dairy,642.74,68.43,South,Bangalore,8.01,2.9
O101365,4/10/2023,4/14/2023,P001,Tata Tea,Dabur,Snacks,401.7,62.18,North,Chandigarh,49.47,5
O101366,10/24/2023,10/25/2023,P001,Tata Tea,HUL,Beverages,644.29,107.47,West,Ahmedabad,34.43,2.8
O101367,4/16/2023,4/18/2023,P004,Surf Excel,ITC,Staples,253.23,44.47,North,Chandigarh,5.33,4.4
O101368,7/9/2023,7/10/2023,P004,Surf Excel,Britannia,Staples,713.32,93.82,East,Patna,122.38,4.9
O101369,1/17/2023,1/18/2023,P008,Nestle Milkmaid,Britannia,Personal Care,460.4,60.84,North,Chandigarh,73.51,4.1
O101370,3/7/2023,3/9/2023,P006,Britannia Biscuits,HUL,Beverages,474.88,43.98,South,Hyderabad,2.91,3.2
O101371,1/18/2023,1/23/2023,P007,Dabur Chyawanprash,Amul,Snacks,842.54,80.05,South,Bangalore,62.99,3.9
O101372,4/16/2023,4/21/2023,P007,Dabur Chyawanprash,Tata,Staples,898.62,108.11,South,Bangalore,29.92,4.3
O101373,6/2/2023,6/6/2023,P006,Britannia Biscuits,Tata,Dairy,663.97,63.2,North,Chandigarh,8.56,3.4
O101374,1/18/2023,1/22/2023,P003,Amul Butter,Patanjali,Dairy,524.98,57.57,North,Lucknow,101.17,3.6
O101375,1/6/2023,1/7/2023,P002,Maggi Noodles,Dabur,Dairy,868.6,80.76,North,Chandigarh,72.29,4
O101376,12/26/2023,12/27/2023,P006,Britannia Biscuits,Patanjali,Snacks,581.07,54.68,East,Kolkata,49.1,4.8
O101377,1/16/2023,1/20/2023,P006,Britannia Biscuits,Nestle,Staples,680.18,111.11,East,Patna,74.65,3.6
O101378,6/1/2023,6/2/2023,P001,Tata Tea,Tata,Personal Care,664.39,79.91,South,Hyderabad,1.68,4.8
O101379,11/9/2023,11/12/2023,P006,Britannia Biscuits,Nestle,Household,217.03,25.99,North,Delhi,4.7,3.2
O101380,8/9/2023,8/12/2023,P004,Surf Excel,Patanjali,Snacks,569.33,52.11,West,Pune,22.72,3.7
O101381,1/21/2023,1/23/2023,P004,Surf Excel,Tata,Personal Care,951.01,95.68,East,Patna,150.06,3.8
O101382,7/29/2023,7/30/2023,P004,Surf Excel,Nestle,Household,75.69,8.2,West,Ahmedabad,1.07,4.6
O101383,2/4/2023,2/8/2023,P003,Amul Butter,Dabur,Snacks,640.49,70.53,East,Bhubaneswar,124.34,4.6
O101384,5/14/2023,5/19/2023,P005,Patanjali Honey,Patanjali,Dairy,679.93,41.2,North,Chandigarh,59.84,4.9
O101385,11/14/2023,11/15/2023,P008,Nestle Milkmaid,Tata,Household,350.92,61.59,North,Lucknow,56.53,2.7
O101386,12/24/2023,12/29/2023,P004,Surf Excel,Nestle,Beverages,338.27,40.98,West,Mumbai,55.82,4.1
O101387,11/18/2023,11/23/2023,P005,Patanjali Honey,Britannia,Staples,838.67,77.22,South,Bangalore,116.16,3.6
O101388,3/14/2023,3/19/2023,P007,Dabur Chyawanprash,Britannia,Beverages,932.71,90.33,North,Chandigarh,166.97,2.7
O101389,6/7/2023,6/11/2023,P006,Britannia Biscuits,HUL,Staples,667.29,90.64,North,Delhi,22.37,3.6
O101390,1/14/2023,1/17/2023,P001,Tata Tea,Tata,Personal Care,399.82,62.15,West,Ahmedabad,68.86,3.9
O101391,4/24/2023,4/28/2023,P002,Maggi Noodles,Nestle,Dairy,720.71,94.74,West,Pune,77.77,2.7
O101392,7/17/2023,7/21/2023,P005,Patanjali Honey,Nestle,Snacks,895.03,82.41,North,Lucknow,139.66,3.5
O101393,8/29/2023,8/31/2023,P002,Maggi Noodles,Tata,Staples,780.52,88.17,South,Hyderabad,13.81,4.7
O101394,12/7/2023,12/9/2023,P007,Dabur Chyawanprash,Britannia,Staples,931.92,163.57,South,Hyderabad,162.96,3.9
O101395,8/28/2023,8/29/2023,P001,Tata Tea,Dabur,Staples,369.58,35.99,South,Chennai,38.46,2.7
O101396,8/31/2023,9/1/2023,P004,Surf Excel,ITC,Dairy,857.96,87.75,South,Bangalore,28.77,3.3
O101397,10/24/2023,10/28/2023,P008,Nestle Milkmaid,Tata,Snacks,402.85,56.01,South,Bangalore,22.05,3.2
O101398,7/29/2023,8/3/2023,P001,Tata Tea,Dabur,Household,156.54,21.8,South,Bangalore,13.04,2.7
O101399,4/22/2023,4/23/2023,P004,Surf Excel,Patanjali,Staples,647.7,100.98,South,Hyderabad,33.68,4.4
O101400,7/29/2023,7/31/2023,P003,Amul Butter,Tata,Snacks,119.39,10.61,East,Bhubaneswar,5.62,4.4
O101401,6/22/2023,6/25/2023,P007,Dabur Chyawanprash,Patanjali,Snacks,497.86,59.16,East,Bhubaneswar,2.26,4.9
O101402,11/26/2023,11/28/2023,P006,Britannia Biscuits,Dabur,Beverages,615.16,79.18,North,Chandigarh,122.02,2.7
O101403,12/5/2023,12/7/2023,P001,Tata Tea,Patanjali,Household,677.29,39.41,North,Delhi,91.1,4.5
O101404,5/30/2023,6/3/2023,P001,Tata Tea,Patanjali,Household,372.29,54.77,East,Patna,50.42,4.3
O101405,10/18/2023,10/22/2023,P003,Amul Butter,Nestle,Dairy,880.07,143.5,East,Patna,159.85,4.1
O101406,9/1/2023,9/6/2023,P008,Nestle Milkmaid,Amul,Beverages,301.5,50.55,South,Hyderabad,19.7,5
O101407,2/4/2023,2/6/2023,P007,Dabur Chyawanprash,Dabur,Staples,480.56,29.61,South,Hyderabad,18.56,4.9
O101408,10/4/2023,10/6/2023,P004,Surf Excel,Patanjali,Staples,139.12,12.72,North,Delhi,0.56,2.7
O101409,9/20/2023,9/23/2023,P001,Tata Tea,HUL,Staples,786.48,125.42,North,Chandigarh,44.47,3.2
O101410,9/22/2023,9/23/2023,P001,Tata Tea,Dabur,Personal Care,586.29,54.77,South,Bangalore,17.26,4.6
O101411,5/26/2023,5/28/2023,P005,Patanjali Honey,Dabur,Staples,786.66,122.17,North,Delhi,67.69,2.7
O101412,11/18/2023,11/21/2023,P004,Surf Excel,Amul,Beverages,545.8,81.71,East,Patna,51.37,4.2
O101413,8/12/2023,8/14/2023,P004,Surf Excel,ITC,Personal Care,106.09,6.5,North,Delhi,1.23,3.8
O101414,5/9/2023,5/11/2023,P002,Maggi Noodles,Tata,Dairy,860.9,139.65,South,Hyderabad,47.5,2.6
O101415,5/12/2023,5/17/2023,P004,Surf Excel,ITC,Household,792.37,127.45,North,Lucknow,113.6,4.6
O101416,12/12/2023,12/17/2023,P006,Britannia Biscuits,Britannia,Dairy,262.84,43.42,East,Bhubaneswar,41.43,4.3
O101417,12/25/2023,12/26/2023,P007,Dabur Chyawanprash,Dabur,Beverages,786.09,91.47,East,Kolkata,6.4,2.5
O101418,8/4/2023,8/8/2023,P004,Surf Excel,HUL,Household,940.45,118.33,South,Hyderabad,30.87,4.1
O101419,7/30/2023,8/2/2023,P003,Amul Butter,HUL,Personal Care,989.2,123.84,South,Hyderabad,65.35,4.4
O101420,3/12/2023,3/14/2023,P002,Maggi Noodles,Britannia,Snacks,725.77,85.86,West,Mumbai,88.83,3.2
O101421,9/7/2023,9/10/2023,P001,Tata Tea,Tata,Household,413.19,40.93,South,Hyderabad,10.03,3.4
O101422,12/19/2023,12/21/2023,P005,Patanjali Honey,Patanjali,Household,527.12,68.6,North,Chandigarh,34.07,4.1
O101423,10/16/2023,10/19/2023,P004,Surf Excel,Dabur,Household,915.12,107.51,West,Ahmedabad,63.59,3.4
O101424,7/8/2023,7/13/2023,P002,Maggi Noodles,Dabur,Beverages,356.79,54.76,North,Lucknow,33.78,3.3
O101425,2/16/2023,2/19/2023,P004,Surf Excel,Amul,Snacks,907.11,111.01,North,Chandigarh,174.84,3.5
O101426,8/8/2023,8/10/2023,P003,Amul Butter,ITC,Beverages,371.33,19.95,North,Chandigarh,30.05,3.3
O101427,3/13/2023,3/14/2023,P004,Surf Excel,Amul,Dairy,669.72,99.61,West,Pune,89.41,4.9
O101428,4/4/2023,4/7/2023,P008,Nestle Milkmaid,Nestle,Beverages,505.57,31.87,East,Bhubaneswar,87.33,4.9
O101429,4/8/2023,4/12/2023,P008,Nestle Milkmaid,HUL,Household,267.85,18.63,South,Bangalore,1.61,4
O101430,3/13/2023,3/16/2023,P008,Nestle Milkmaid,Nestle,Dairy,900.43,54.99,West,Mumbai,97.88,2.9
O101431,11/12/2023,11/16/2023,P004,Surf Excel,Tata,Snacks,195.88,10.9,East,Bhubaneswar,31.43,3.6
O101432,1/1/2023,1/5/2023,P006,Britannia Biscuits,HUL,Beverages,986.83,165.59,East,Kolkata,122.99,4.5
O101433,1/24/2023,1/27/2023,P003,Amul Butter,Patanjali,Staples,63.65,11.38,North,Delhi,6,3.6
O101434,6/8/2023,6/11/2023,P004,Surf Excel,Dabur,Dairy,642.63,36.05,East,Patna,48.48,3.1
O101435,5/15/2023,5/18/2023,P002,Maggi Noodles,Dabur,Staples,331.52,34.87,East,Patna,57.22,2.9
O101436,5/24/2023,5/27/2023,P007,Dabur Chyawanprash,Britannia,Household,297.24,15.51,West,Mumbai,55.89,4.1
O101437,11/11/2023,11/12/2023,P006,Britannia Biscuits,Dabur,Staples,948.36,142.25,East,Kolkata,93.8,4.4
O101438,10/4/2023,10/6/2023,P005,Patanjali Honey,Dabur,Personal Care,723.21,122.69,West,Ahmedabad,61.01,4.4
O101439,12/13/2023,12/15/2023,P005,Patanjali Honey,Tata,Beverages,856.09,50.41,North,Lucknow,60.84,4.5
O101440,10/28/2023,11/2/2023,P003,Amul Butter,HUL,Household,294.27,25.56,East,Kolkata,38.09,3.5
